"director";"movie";"year";"rating";"votes";"cover";"fcover"
"John Huston";" The Misfits";" 1961";" 7.4";" 12357";" http://ia.media-imdb.com/images/M/MV5BMjAwNTA2OTY0OF5BMl5BanBnXkFtZTcwODU2NjEyMQ@@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAwNTA2OTY0OF5BMl5BanBnXkFtZTcwODU2NjEyMQ@@.jpg"
"John Huston";" The Unforgiven";" 1960";" 6.8";" 5092";" http://ia.media-imdb.com/images/M/MV5BNDc4Njc0MjYzOV5BMl5BanBnXkFtZTYwNTg5NTk5._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNDc4Njc0MjYzOV5BMl5BanBnXkFtZTYwNTg5NTk5.jpg"
"John Huston";" The Roots of Heaven";" 1958";" 6.6";" 593";" http://ia.media-imdb.com/images/M/MV5BOTQyMDkyMDk1MF5BMl5BanBnXkFtZTgwODA4Nzk1MDE@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BOTQyMDkyMDk1MF5BMl5BanBnXkFtZTgwODA4Nzk1MDE@.jpg"
"John Huston";" The Barbarian and the Geisha";" 1958";" 5.5";" 1239";" http://ia.media-imdb.com/images/M/MV5BMTg3ODI0MjUwOF5BMl5BanBnXkFtZTYwNzU5Mjk5._V1._SX54_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg3ODI0MjUwOF5BMl5BanBnXkFtZTYwNzU5Mjk5.jpg"
"John Huston";" A Farewell to Arms";" 1957";" 5.9";" 1781";" http://ia.media-imdb.com/images/M/MV5BMTg0MDI5MjI2Ml5BMl5BanBnXkFtZTcwMjkwMjkyMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg0MDI5MjI2Ml5BMl5BanBnXkFtZTcwMjkwMjkyMQ@@.jpg"
"John Huston";" Heaven Knows, Mr. Allison";" 1957";" 7.4";" 5833";" http://ia.media-imdb.com/images/M/MV5BMjA5Mzc3ODUwN15BMl5BanBnXkFtZTgwOTkzMDkwMzE@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA5Mzc3ODUwN15BMl5BanBnXkFtZTgwOTkzMDkwMzE@.jpg"
"John Huston";" Moby Dick";" 1956";" 7.4";" 12834";" http://ia.media-imdb.com/images/M/MV5BMTMwOTA2MjU5N15BMl5BanBnXkFtZTcwMDYzODI1NA@@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTMwOTA2MjU5N15BMl5BanBnXkFtZTcwMDYzODI1NA@@.jpg"
"John Huston";" Beat the Devil";" 1953";" 6.7";" 5924";" http://ia.media-imdb.com/images/M/MV5BMTk3MDg2OTAzNF5BMl5BanBnXkFtZTgwODUzNzYzMjE@._V1._SX100_SY131_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTk3MDg2OTAzNF5BMl5BanBnXkFtZTgwODUzNzYzMjE@.jpg"
"John Huston";" Moulin Rouge";" 1952";" 7.2";" 3631";" http://ia.media-imdb.com/images/M/MV5BMTY2ODk2NDQxNl5BMl5BanBnXkFtZTgwODUwNDkyMjE@._V1._SX100_SY137_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTY2ODk2NDQxNl5BMl5BanBnXkFtZTgwODUwNDkyMjE@.jpg"
"John Huston";" The African Queen";" 1951";" 7.9";" 56220";" http://ia.media-imdb.com/images/M/MV5BOTg0NjY1NTEyMF5BMl5BanBnXkFtZTgwNjUwMTY3MjE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BOTg0NjY1NTEyMF5BMl5BanBnXkFtZTgwNjUwMTY3MjE@.jpg"
"John Huston";" The Red Badge of Courage";" 1951";" 7.3";" 2998";" http://ia.media-imdb.com/images/M/MV5BMTIyODUyODY4NV5BMl5BanBnXkFtZTcwNTAzNTAzMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTIyODUyODY4NV5BMl5BanBnXkFtZTcwNTAzNTAzMQ@@.jpg"
"John Huston";" The Asphalt Jungle";" 1950";" 7.9";" 16921";" http://ia.media-imdb.com/images/M/MV5BMjAyNTg4NjE2MF5BMl5BanBnXkFtZTgwNDk1NDkyMTE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAyNTg4NjE2MF5BMl5BanBnXkFtZTgwNDk1NDkyMTE@.jpg"
"John Huston";" We Were Strangers";" 1949";" 6.7";" 704";" http://ia.media-imdb.com/images/M/MV5BMTYwNTc3OTE4OF5BMl5BanBnXkFtZTcwNDY5NjcyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTYwNTc3OTE4OF5BMl5BanBnXkFtZTcwNDY5NjcyMQ@@.jpg"
"John Huston";" Key Largo";" 1948";" 7.9";" 27161";" http://ia.media-imdb.com/images/M/MV5BNjU0NjU1NjYzN15BMl5BanBnXkFtZTgwMTk0NzE2MjE@._V1._CR0.883331298828125,23.533340454101562,686,1012._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNjU0NjU1NjYzN15BMl5BanBnXkFtZTgwMTk0NzE2MjE@._V1._CR0.883331298828125,23.533340454101562,686,1012._SX95_SY140_.jpg"
"John Huston";" On Our Merry Way";" 1948";" 6.0";" 457";" http://ia.media-imdb.com/images/M/MV5BMTI3NzEyMzc1NV5BMl5BanBnXkFtZTcwNDE0NzYyMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI3NzEyMzc1NV5BMl5BanBnXkFtZTcwNDE0NzYyMQ@@.jpg"
"John Huston";" The Treasure of the Sierra Madre";" 1948";" 8.3";" 73843";" http://ia.media-imdb.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@.jpg"
"John Huston";" Across the Pacific";" 1942";" 6.9";" 3052";" http://ia.media-imdb.com/images/M/MV5BMjA0MjI5OTM2MF5BMl5BanBnXkFtZTcwOTM4NzMyMQ@@._V1._SX77_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA0MjI5OTM2MF5BMl5BanBnXkFtZTcwOTM4NzMyMQ@@.jpg"
"John Huston";" In This Our Life";" 1942";" 7.5";" 2754";" http://ia.media-imdb.com/images/M/MV5BMTI0NDU0NjA2Ml5BMl5BanBnXkFtZTcwMzYzNjIyMQ@@._V1._SX75_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI0NDU0NjA2Ml5BMl5BanBnXkFtZTcwMzYzNjIyMQ@@.jpg"
"John Huston";" The Maltese Falcon";" 1941";" 8.2";" 105548";" http://ia.media-imdb.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@.jpg"
"Mervyn LeRoy";" The Green Berets";" 1968";" 5.6";" 9375";" http://ia.media-imdb.com/images/M/MV5BMjEyMDAyMTA0N15BMl5BanBnXkFtZTcwNTIxMzU3Mg@@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjEyMDAyMTA0N15BMl5BanBnXkFtZTcwNTIxMzU3Mg@@.jpg"
"Mervyn LeRoy";" Moment to Moment";" 1965";" 6.4";" 156";" http://ia.media-imdb.com/images/M/MV5BMTI5OTQ5NzUwOV5BMl5BanBnXkFtZTcwNzM0MjgyMQ@@._V1._SX77_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI5OTQ5NzUwOV5BMl5BanBnXkFtZTcwNzM0MjgyMQ@@.jpg"
"Mervyn LeRoy";" Mary, Mary";" 1963";" 6.3";" 257";" http://ia.media-imdb.com/images/M/MV5BMTkyMDgwNzk2Nl5BMl5BanBnXkFtZTcwMjUzMjAwMQ@@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTkyMDgwNzk2Nl5BMl5BanBnXkFtZTcwMjUzMjAwMQ@@.jpg"
"Mervyn LeRoy";" Gypsy";" 1962";" 7.2";" 4005";" http://ia.media-imdb.com/images/M/MV5BNTI1NjgyMTU3NF5BMl5BanBnXkFtZTcwMTc4MDkxMQ@@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNTI1NjgyMTU3NF5BMl5BanBnXkFtZTcwMTc4MDkxMQ@@.jpg"
"Mervyn LeRoy";" A Majority of One";" 1961";" 6.8";" 699";" http://ia.media-imdb.com/images/M/MV5BMjgzNzgzNDI1M15BMl5BanBnXkFtZTcwODczMDAyMw@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjgzNzgzNDI1M15BMl5BanBnXkFtZTcwODczMDAyMw@@.jpg"
"Mervyn LeRoy";" The Devil at 4 O'Clock";" 1961";" 7.1";" 1556";" http://ia.media-imdb.com/images/M/MV5BMTcxNDMxOTYzM15BMl5BanBnXkFtZTcwODQ3NzIyMQ@@._V1._SX97_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcxNDMxOTYzM15BMl5BanBnXkFtZTcwODQ3NzIyMQ@@.jpg"
"Mervyn LeRoy";" Wake Me When It's Over";" 1960";" 6.5";" 198";" NA";" NA"
"Mervyn LeRoy";" The FBI Story";" 1959";" 6.5";" 2031";" http://ia.media-imdb.com/images/M/MV5BMTI2MDQwMzc0NV5BMl5BanBnXkFtZTcwMjEzNTkxMQ@@._V1._SX74_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI2MDQwMzc0NV5BMl5BanBnXkFtZTcwMjEzNTkxMQ@@.jpg"
"Mervyn LeRoy";" Home Before Dark";" 1958";" 7.2";" 469";" http://ia.media-imdb.com/images/M/MV5BMTA2MDUxNjQ0MzZeQTJeQWpwZ15BbWU3MDc5MzQ2MjE@._V1._SX100_SY80_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTA2MDUxNjQ0MzZeQTJeQWpwZ15BbWU3MDc5MzQ2MjE@.jpg"
"Mervyn LeRoy";" No Time for Sergeants";" 1958";" 7.7";" 2741";" http://ia.media-imdb.com/images/M/MV5BMTI4OTc0NDUxOF5BMl5BanBnXkFtZTcwNTg0NTYxMQ@@._V1._SX78_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI4OTc0NDUxOF5BMl5BanBnXkFtZTcwNTg0NTYxMQ@@.jpg"
"Mervyn LeRoy";" Toward the Unknown";" 1956";" 6.5";" 358";" NA";" NA"
"Mervyn LeRoy";" The Bad Seed";" 1956";" 7.5";" 9224";" http://ia.media-imdb.com/images/M/MV5BMjA4MTc3MjUyOF5BMl5BanBnXkFtZTgwNzkyMzcxMTE@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA4MTc3MjUyOF5BMl5BanBnXkFtZTgwNzkyMzcxMTE@.jpg"
"Mervyn LeRoy";" Mister Roberts";" 1955";" 7.8";" 12447";" http://ia.media-imdb.com/images/M/MV5BMTM5NTc0OTYxMl5BMl5BanBnXkFtZTYwNjY0Nzk4._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM5NTc0OTYxMl5BMl5BanBnXkFtZTYwNjY0Nzk4.jpg"
"Mervyn LeRoy";" Strange Lady in Town";" 1955";" 6.3";" 244";" http://ia.media-imdb.com/images/M/MV5BMTQ1NDY5NjMwNF5BMl5BanBnXkFtZTcwNzY1NDYyMQ@@._V1._SX100_SY79_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ1NDY5NjMwNF5BMl5BanBnXkFtZTcwNzY1NDYyMQ@@.jpg"
"Mervyn LeRoy";" Rose Marie";" 1954";" 5.9";" 295";" http://ia.media-imdb.com/images/M/MV5BMTg0NzIzNTQ0Ml5BMl5BanBnXkFtZTcwMTQ2OTMyMQ@@._V1._SX87_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg0NzIzNTQ0Ml5BMl5BanBnXkFtZTcwMTQ2OTMyMQ@@.jpg"
"Mervyn LeRoy";" Latin Lovers";" 1953";" 5.3";" 260";" NA";" NA"
"Mervyn LeRoy";" Million Dollar Mermaid";" 1952";" 6.5";" 860";" http://ia.media-imdb.com/images/M/MV5BMTg5NTAwNzI5MF5BMl5BanBnXkFtZTcwMzMyNTM2OQ@@._V1._SX100_SY136_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg5NTAwNzI5MF5BMl5BanBnXkFtZTcwMzMyNTM2OQ@@.jpg"
"Mervyn LeRoy";" Lovely to Look At";" 1952";" 6.3";" 421";" http://ia.media-imdb.com/images/M/MV5BMTI0NjQ3MjY2OV5BMl5BanBnXkFtZTYwOTQ2Nzg5._V1._SX53_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI0NjQ3MjY2OV5BMl5BanBnXkFtZTYwOTQ2Nzg5.jpg"
"Mervyn LeRoy";" Quo Vadis";" 1951";" 7.2";" 9239";" http://ia.media-imdb.com/images/M/MV5BMTkyODYyNzE0NV5BMl5BanBnXkFtZTcwOTc1OTM2MQ@@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTkyODYyNzE0NV5BMl5BanBnXkFtZTcwOTc1OTM2MQ@@.jpg"
"Mervyn LeRoy";" East Side, West Side";" 1949";" 6.9";" 1251";" http://ia.media-imdb.com/images/M/MV5BMTI4NjAwMzk4OF5BMl5BanBnXkFtZTcwNTUwODYxMQ@@._V1._SX76_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI4NjAwMzk4OF5BMl5BanBnXkFtZTcwNTUwODYxMQ@@.jpg"
"Mervyn LeRoy";" Any Number Can Play";" 1949";" 6.7";" 428";" http://ia.media-imdb.com/images/M/MV5BMjAwMjAzODI2OF5BMl5BanBnXkFtZTgwNTE0Nzk1MDE@._V1._SX98_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjAwMjAzODI2OF5BMl5BanBnXkFtZTgwNTE0Nzk1MDE@.jpg"
"Mervyn LeRoy";" Little Women";" 1949";" 7.3";" 4534";" http://ia.media-imdb.com/images/M/MV5BNzY4NjE1ODA5Ml5BMl5BanBnXkFtZTcwNzgwNjEyMQ@@._V1._SX96_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BNzY4NjE1ODA5Ml5BMl5BanBnXkFtZTcwNzgwNjEyMQ@@.jpg"
"Mervyn LeRoy";" Homecoming";" 1948";" 6.7";" 487";" http://ia.media-imdb.com/images/M/MV5BMTMxODc2ODY4Ml5BMl5BanBnXkFtZTcwMjUwNjYyMQ@@._V1._SX76_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTMxODc2ODY4Ml5BMl5BanBnXkFtZTcwMjUwNjYyMQ@@.jpg"
"Mervyn LeRoy";" Desire Me";" 1947";" 6.0";" 383";" http://ia.media-imdb.com/images/M/MV5BMjMwNjU1ODI3MF5BMl5BanBnXkFtZTgwNTYzMjY4NTE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjMwNjU1ODI3MF5BMl5BanBnXkFtZTgwNTYzMjY4NTE@.jpg"
"Mervyn LeRoy";" Without Reservations";" 1946";" 6.6";" 1057";" http://ia.media-imdb.com/images/M/MV5BMTUxNzEwOTU1OF5BMl5BanBnXkFtZTcwOTk3Mjg0MQ@@._V1._SX100_SY117_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUxNzEwOTU1OF5BMl5BanBnXkFtZTcwOTk3Mjg0MQ@@.jpg"
"Mervyn LeRoy";" Thirty Seconds Over Tokyo";" 1944";" 7.5";" 3934";" http://ia.media-imdb.com/images/M/MV5BMTUwMzA2NzM1Nl5BMl5BanBnXkFtZTcwOTA0NjQ0MQ@@._V1._SX100_SY127_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTUwMzA2NzM1Nl5BMl5BanBnXkFtZTcwOTA0NjQ0MQ@@.jpg"
"Mervyn LeRoy";" Madame Curie";" 1943";" 7.2";" 1705";" http://ia.media-imdb.com/images/M/MV5BMjI4NzAwNDUwNl5BMl5BanBnXkFtZTgwMTA1MjkyMTE@._V1._SX92_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjI4NzAwNDUwNl5BMl5BanBnXkFtZTgwMTA1MjkyMTE@.jpg"
"Mervyn LeRoy";" Random Harvest";" 1942";" 8.0";" 5148";" http://ia.media-imdb.com/images/M/MV5BMjMzNzc5NDIwMV5BMl5BanBnXkFtZTgwNTY0OTgxMTE@._V1._SX95_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjMzNzc5NDIwMV5BMl5BanBnXkFtZTgwNTY0OTgxMTE@.jpg"
"Mervyn LeRoy";" Johnny Eager";" 1941";" 7.1";" 1711";" http://ia.media-imdb.com/images/M/MV5BMTI3NTEwOTY4MF5BMl5BanBnXkFtZTYwNjk5Njg5._V1._SX54_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTI3NTEwOTY4MF5BMl5BanBnXkFtZTYwNjk5Njg5.jpg"
"Mervyn LeRoy";" Unholy Partners";" 1941";" 6.6";" 264";" NA";" NA"
"Mervyn LeRoy";" Blossoms in the Dust";" 1941";" 7.0";" 1149";" http://ia.media-imdb.com/images/M/MV5BOTc3NTQ4MjU5OF5BMl5BanBnXkFtZTgwNDY5MjE3MjE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BOTc3NTQ4MjU5OF5BMl5BanBnXkFtZTgwNDY5MjE3MjE@.jpg"
"Mervyn LeRoy";" Escape";" 1940";" 7.1";" 632";" http://ia.media-imdb.com/images/M/MV5BMTM4NzgyOTc5MF5BMl5BanBnXkFtZTcwNTA4MzMzNA@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM4NzgyOTc5MF5BMl5BanBnXkFtZTcwNTA4MzMzNA@@.jpg"
"Mervyn LeRoy";" Waterloo Bridge";" 1940";" 7.8";" 6701";" http://ia.media-imdb.com/images/M/MV5BMTQ3NzUzOTc1N15BMl5BanBnXkFtZTgwMzcwMDkxMTE@._V1._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ3NzUzOTc1N15BMl5BanBnXkFtZTgwMzcwMDkxMTE@.jpg"
"Mervyn LeRoy";" The Wizard of Oz";" 1939";" 8.1";" 270873";" http://ia.media-imdb.com/images/M/MV5BMTU0MTA2OTIwNF5BMl5BanBnXkFtZTcwMzA0Njk3OA@@._V1._SX100_SY135_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU0MTA2OTIwNF5BMl5BanBnXkFtZTcwMzA0Njk3OA@@.jpg"
"Mervyn LeRoy";" Fools for Scandal";" 1938";" 6.1";" 304";" http://ia.media-imdb.com/images/M/MV5BODY4NTUwOTY0MV5BMl5BanBnXkFtZTgwODE2MzI2MzE@._V1._SX100_SY75_.jpg";" http://ia.media-imdb.com/images/M/MV5BODY4NTUwOTY0MV5BMl5BanBnXkFtZTgwODE2MzI2MzE@.jpg"
"Mervyn LeRoy";" They Won't Forget";" 1937";" 7.3";" 981";" http://ia.media-imdb.com/images/M/MV5BMTg0MDAyMzI5NV5BMl5BanBnXkFtZTcwOTgyMDAyMw@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg0MDAyMzI5NV5BMl5BanBnXkFtZTcwOTgyMDAyMw@@.jpg"
"Mervyn LeRoy";" The King and the Chorus Girl";" 1937";" 6.3";" 201";" NA";" NA"
"Mervyn LeRoy";" Three Men on a Horse";" 1936";" 6.7";" 233";" http://ia.media-imdb.com/images/M/MV5BMjA0MjI1NjMwNl5BMl5BanBnXkFtZTcwNDIwNzcxMQ@@._V1._SX76_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA0MjI1NjMwNl5BMl5BanBnXkFtZTcwNDIwNzcxMQ@@.jpg"
"Mervyn LeRoy";" Anthony Adverse";" 1936";" 6.6";" 1105";" http://ia.media-imdb.com/images/M/MV5BMjA3OTUzMTgzMV5BMl5BanBnXkFtZTcwNzU1NDgxMQ@@._V1._SX78_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjA3OTUzMTgzMV5BMl5BanBnXkFtZTcwNzU1NDgxMQ@@.jpg"
"Mervyn LeRoy";" I Found Stella Parish";" 1935";" 7.1";" 243";" http://ia.media-imdb.com/images/M/MV5BMTQyMTY2NTU3OF5BMl5BanBnXkFtZTgwOTU5NjQ0MjE@._V1._SX100_SY117_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQyMTY2NTU3OF5BMl5BanBnXkFtZTgwOTU5NjQ0MjE@.jpg"
"Mervyn LeRoy";" Page Miss Glory";" 1935";" 8.1";" 915";" http://ia.media-imdb.com/images/M/MV5BMTc5MTAwNDIyN15BMl5BanBnXkFtZTYwNzA5NzI2._V1._SX100_SY78_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTc5MTAwNDIyN15BMl5BanBnXkFtZTYwNzA5NzI2.jpg"
"Mervyn LeRoy";" Oil for the Lamps of China";" 1935";" 6.5";" 194";" NA";" NA"
"Mervyn LeRoy";" Sweet Adeline";" 1934";" 5.6";" 172";" http://ia.media-imdb.com/images/M/MV5BMTk1ODgyMjI1Nl5BMl5BanBnXkFtZTcwNzYwODAyMQ@@._V1._SX77_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTk1ODgyMjI1Nl5BMl5BanBnXkFtZTcwNzYwODAyMQ@@.jpg"
"Mervyn LeRoy";" Happiness Ahead";" 1934";" 6.7";" 167";" http://ia.media-imdb.com/images/M/MV5BMTkxNDQ3NzMzNV5BMl5BanBnXkFtZTcwNTI5NTQxMw@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTkxNDQ3NzMzNV5BMl5BanBnXkFtZTcwNTI5NTQxMw@@.jpg"
"Mervyn LeRoy";" Heat Lightning";" 1934";" 7.2";" 380";" http://ia.media-imdb.com/images/M/MV5BMjg2OTI2ODI2OV5BMl5BanBnXkFtZTgwMjE4Njk1MDE@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjg2OTI2ODI2OV5BMl5BanBnXkFtZTgwMjE4Njk1MDE@.jpg"
"Mervyn LeRoy";" Hi, Nellie!";" 1934";" 6.8";" 256";" http://ia.media-imdb.com/images/M/MV5BMTg2Njc0MTM4OV5BMl5BanBnXkFtZTgwOTgzNjY3MzE@._V1._SX100_SY78_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg2Njc0MTM4OV5BMl5BanBnXkFtZTgwOTgzNjY3MzE@.jpg"
"Mervyn LeRoy";" The World Changes";" 1933";" 6.8";" 241";" NA";" NA"
"Mervyn LeRoy";" Tugboat Annie";" 1933";" 7.0";" 375";" http://ia.media-imdb.com/images/M/MV5BMjE5NTM2MDUxNV5BMl5BanBnXkFtZTcwNjM0MDAyMw@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjE5NTM2MDUxNV5BMl5BanBnXkFtZTcwNjM0MDAyMw@@.jpg"
"Mervyn LeRoy";" Gold Diggers of 1933";" 1933";" 8.1";" 5085";" http://ia.media-imdb.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@._V1._SX91_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@.jpg"
"Mervyn LeRoy";" Elmer, the Great";" 1933";" 6.2";" 283";" NA";" NA"
"Mervyn LeRoy";" Hard to Handle";" 1933";" 6.9";" 433";" http://ia.media-imdb.com/images/M/MV5BMjM1NzUxMDQxMl5BMl5BanBnXkFtZTgwNTA2Mzc0MjE@._V1._SX89_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMjM1NzUxMDQxMl5BMl5BanBnXkFtZTgwNTA2Mzc0MjE@.jpg"
"Mervyn LeRoy";" I Am a Fugitive from a Chain Gang";" 1932";" 8.1";" 8827";" http://ia.media-imdb.com/images/M/MV5BMTQxODQ5MDMwMl5BMl5BanBnXkFtZTgwOTQ0MTM5MjE@._V1._SX93_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQxODQ5MDMwMl5BMl5BanBnXkFtZTgwOTQ0MTM5MjE@.jpg"
"Mervyn LeRoy";" Three on a Match";" 1932";" 7.3";" 2186";" http://ia.media-imdb.com/images/M/MV5BMTQ2Njk1NzkyOV5BMl5BanBnXkFtZTgwMzQzMDMyMjE@._V1._CR3.883331298828125,75.53334045410156,260,389._SX94_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTQ2Njk1NzkyOV5BMl5BanBnXkFtZTgwMzQzMDMyMjE@._V1._CR3.883331298828125,75.53334045410156,260,389._SX94_SY140_.jpg"
"Mervyn LeRoy";" Big City Blues";" 1932";" 6.2";" 347";" NA";" NA"
"Mervyn LeRoy";" Two Seconds";" 1932";" 6.9";" 546";" http://ia.media-imdb.com/images/M/MV5BMTg1ODQzMjQ0MF5BMl5BanBnXkFtZTcwMDY3NTk5Mw@@._V1._SX99_SY140_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTg1ODQzMjQ0MF5BMl5BanBnXkFtZTcwMDY3NTk5Mw@@.jpg"
"Mervyn LeRoy";" The Heart of New York";" 1932";" 6.1";" 87";" NA";" NA"
"Mervyn LeRoy";" High Pressure";" 1932";" 6.6";" 298";" NA";" NA"
"Mervyn LeRoy";" Tonight or Never";" 1931";" 8.0";" 1142";" http://ia.media-imdb.com/images/M/MV5BMTcxODYxODYyMV5BMl5BanBnXkFtZTgwMzk5MDg0MjE@._V1._SX100_SY123_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTcxODYxODYyMV5BMl5BanBnXkFtZTgwMzk5MDg0MjE@.jpg"
"Mervyn LeRoy";" Local Boy Makes Good";" 1931";" 6.2";" 123";" NA";" NA"
"Mervyn LeRoy";" Five Star Final";" 1931";" 7.3";" 1046";" http://ia.media-imdb.com/images/M/MV5BMTM1ODIyMDAzMl5BMl5BanBnXkFtZTcwMTI2NTk5Mw@@._V1._CR10,63,342,435._SX100_SY127_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTM1ODIyMDAzMl5BMl5BanBnXkFtZTcwMTI2NTk5Mw@@._V1._CR10,63,342,435._SX100_SY127_.jpg"
"Mervyn LeRoy";" Broadminded";" 1931";" 5.9";" 188";" NA";" NA"
"Mervyn LeRoy";" Too Young to Marry";" 1931";" 5.2";" 12";" NA";" NA"
"Mervyn LeRoy";" Gentleman's Fate";" 1931";" 8.0";" 546";" NA";" NA"
"Mervyn LeRoy";" Little Caesar";" 1931";" 7.4";" 8278";" http://ia.media-imdb.com/images/M/MV5BMTU3ODY4MzMzNl5BMl5BanBnXkFtZTgwNzg4ODQwMjE@._V1._SX100_SY132_.jpg";" http://ia.media-imdb.com/images/M/MV5BMTU3ODY4MzMzNl5BMl5BanBnXkFtZTgwNzg4ODQwMjE@.jpg"
"Mervyn LeRoy";" Top Speed";" 1930";" 6.3";" 96";" NA";" NA"
"Mervyn LeRoy";" Numbered Men";" 1930";" 4.7";" 66";" NA";" NA"
